"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1400000US17031170400","Census Tract 1704; Cook County; Illinois","1188","722",
"1400000US17031170500","Census Tract 1705; Cook County; Illinois","1478","189",
"1400000US17031170600","Census Tract 1706; Cook County; Illinois","1488","243",
"1400000US17031170700","Census Tract 1707; Cook County; Illinois","1352","569",
"1400000US17031170800","Census Tract 1708; Cook County; Illinois","1184","109",
"1400000US17031170900","Census Tract 1709; Cook County; Illinois","1552","293",
"1400000US17031171000","Census Tract 1710; Cook County; Illinois","993","195",
"1400000US17031171100","Census Tract 1711; Cook County; Illinois","1409","188",
"1400000US17031180100","Census Tract 1801; Cook County; Illinois","1531","287",
"1400000US17031190100","Census Tract 1901; Cook County; Illinois","1067","242",
"1400000US17031190200","Census Tract 1902; Cook County; Illinois","1370","139",
"1400000US17031190300","Census Tract 1903; Cook County; Illinois","1142","70",
"1400000US17031190401","Census Tract 1904.01; Cook County; Illinois","1175","117",
"1400000US17031190402","Census Tract 1904.02; Cook County; Illinois","1229","98",
"1400000US17031190601","Census Tract 1906.01; Cook County; Illinois","1030","287",
"1400000US17031190602","Census Tract 1906.02; Cook County; Illinois","1335","102",
"1400000US17031190701","Census Tract 1907.01; Cook County; Illinois","1265","336",
"1400000US17031190702","Census Tract 1907.02; Cook County; Illinois","1223","101",
"1400000US17031190800","Census Tract 1908; Cook County; Illinois","1082","99",
"1400000US17031190900","Census Tract 1909; Cook County; Illinois","968","75",
"1400000US17031191000","Census Tract 1910; Cook County; Illinois","1153","41",
"1400000US17031191100","Census Tract 1911; Cook County; Illinois","1283","142",
"1400000US17031191200","Census Tract 1912; Cook County; Illinois","1411","114",
"1400000US17031191301","Census Tract 1913.01; Cook County; Illinois","1385","212",
"1400000US17031191302","Census Tract 1913.02; Cook County; Illinois","1578","285",
"1400000US17031200100","Census Tract 2001; Cook County; Illinois","1267","123",
"1400000US17031200200","Census Tract 2002; Cook County; Illinois","1275","106",
"1400000US17031200300","Census Tract 2003; Cook County; Illinois","1653","104",
"1400000US17031200401","Census Tract 2004.01; Cook County; Illinois","1155","101",
"1400000US17031200402","Census Tract 2004.02; Cook County; Illinois","1342","97",
"1400000US17031210100","Census Tract 2101; Cook County; Illinois","1817","299",
"1400000US17031210400","Census Tract 2104; Cook County; Illinois","1492","129",
"1400000US17031210501","Census Tract 2105.01; Cook County; Illinois","1635","115",
"1400000US17031210502","Census Tract 2105.02; Cook County; Illinois","1506","182",
"1400000US17031210601","Census Tract 2106.01; Cook County; Illinois","1594","231",
"1400000US17031210602","Census Tract 2106.02; Cook County; Illinois","1660","136",
"1400000US17031210700","Census Tract 2107; Cook County; Illinois","1806","203",
"1400000US17031210800","Census Tract 2108; Cook County; Illinois","1785","143",
"1400000US17031210900","Census Tract 2109; Cook County; Illinois","1779","79",
"1400000US17031220300","Census Tract 2203; Cook County; Illinois","2103","166",
"1400000US17031220400","Census Tract 2204; Cook County; Illinois","2073","469",
"1400000US17031220500","Census Tract 2205; Cook County; Illinois","2245","217",
"1400000US17031220601","Census Tract 2206.01; Cook County; Illinois","1781","80",
"1400000US17031220602","Census Tract 2206.02; Cook County; Illinois","1638","348",
"1400000US17031220701","Census Tract 2207.01; Cook County; Illinois","1681","109",
"1400000US17031220702","Census Tract 2207.02; Cook County; Illinois","1516","163",
"1400000US17031220901","Census Tract 2209.01; Cook County; Illinois","1670","169",
"1400000US17031220902","Census Tract 2209.02; Cook County; Illinois","1431","82",
"1400000US17031221000","Census Tract 2210; Cook County; Illinois","1804","166",
"1400000US17031221100","Census Tract 2211; Cook County; Illinois","1539","240",
"1400000US17031221200","Census Tract 2212; Cook County; Illinois","1846","154",
"1400000US17031221300","Census Tract 2213; Cook County; Illinois","1692","154",
"1400000US17031221400","Census Tract 2214; Cook County; Illinois","2054","175",
"1400000US17031221500","Census Tract 2215; Cook County; Illinois","1231","295",
"1400000US17031221600","Census Tract 2216; Cook County; Illinois","1943","125",
"1400000US17031222200","Census Tract 2222; Cook County; Illinois","2451","231",
"1400000US17031222500","Census Tract 2225; Cook County; Illinois","1967","342",
"1400000US17031222600","Census Tract 2226; Cook County; Illinois","1678","126",
"1400000US17031222700","Census Tract 2227; Cook County; Illinois","1660","134",
"1400000US17031222800","Census Tract 2228; Cook County; Illinois","1474","174",
"1400000US17031222900","Census Tract 2229; Cook County; Illinois","1648","151",
"1400000US17031230100","Census Tract 2301; Cook County; Illinois","1464","191",
