GEOID,poverty_rate,poverty_rate_z,renter_rate,renter_rate_z,old_building_rate,old_building_rate_z,housing_structural_index
17031140701,15.19,0.013391887333183927,55.81,0.5592661935001197,59.35,1.1694755414836129,1.7421336223169166
17031140702,6.27,-0.7500939308203339,63.23,0.8727410163588599,61.31,1.250049225728857,1.372696311267383
17031140800,9.17,-0.5018754473399302,53.71,0.470546904011797,61.77,1.2689593761129447,1.2376308327848116
17031150200,9.34,-0.48732470865314786,43.25,0.028640347798532254,65.78,1.4338065566351021,0.9751221957804865
17031150300,7.37,-0.6559420922588014,42.66,0.0037144521803842926,46.15,0.6268364435054391,-0.02539119657297806
17031150401,18.34,0.2830085159412088,39.74,-0.11964760748909281,44.24,0.5483182103889004,0.7116791188410163
17031150402,5.86,-0.7851868888296325,37.27,-0.2239983908396438,54.71,0.97872967673977,-0.03045560292950622
17031150501,6.1,-0.7646446695071163,25.38,-0.7263185584663856,30.12,-0.032141188357449085,-1.523104416330951
17031150502,9.22,-0.49759581831440586,36.26,-0.2666681443554564,21.23,-0.3976003990412343,-1.1618643617110964
17031150600,10.23,-0.411147311998817,28.68,-0.5869025321275927,69.28,1.5776881356444663,0.5796382915180567
17031150700,6.51,-0.7295517114978178,32.18,-0.43903704964705476,48.18,0.7102877593308704,-0.45830100181400224
17031150800,8.43,-0.5652139569176884,27.82,-0.6232351935370962,70.51,1.6282522334106144,0.4398030829558299
17031151001,13.8,-0.10558179957638883,39.01,-0.1504881224064623,53.35,0.9228214060389884,0.6667514840561373
17031151002,17.91,0.24620370632170066,57.43,0.6277067882482543,45.37,0.5947714058976379,1.4686819004675928
17031151100,17.33,0.19656000962561973,53.7,0.4701244312047098,71.26,1.6590840003411926,2.325768441171522
17031151200,8.75,-0.5378243311543335,19.6,-0.9705078409628166,42.29,0.46815561636939734,-1.0401765557477527
17031160100,4.71,-0.8836183564166891,35.11,-0.3152525171704902,57.82,1.1065787369452336,-0.0922921366419458
17031160200,8.64,-0.5472395150104866,32.37,-0.4310100663123971,67.65,1.5106804288486768,0.5324308475257931
17031160300,15.2,0.014247813138288748,51.72,0.3864748154014339,33.84,0.12078437561821816,0.5215070041579408
